DUF1380	889	0	0.00131568638176	3.74124361931e-07	3516.70865529
Borrelia_orfA	628	0	0.000929850263063	3.74124361931e-07	2485.40420694
Borrelia_lipo_1	599	0	0.000886979583208	3.74124361931e-07	2370.81482379
PsiB	523	0	0.000774628836002	3.74124361931e-07	2070.51161278
DUF226	516	0	0.000764280740864	3.74124361931e-07	2042.8521065
Plasmid_parti	506	0	0.000749497747811	3.74124361931e-07	2003.33852611
Lipoprotein_2	471	0	0.000697757272124	3.74124361931e-07	1865.04099472
DUF228	457	0	0.000677061081849	3.74124361931e-07	1809.72198216
ParB	402	0	0.000595754620055	3.74124361931e-07	1592.39728998
TraQ	326	0	0.000483403872849	3.74124361931e-07	1292.09407897
TrbE	296	0	0.000439054893688	3.74124361931e-07	1173.55333778
PsiA	572	1	0.000847065501964	7.48248723862e-07	1132.06407836
KID	238	0	0.000353313533978	3.74124361931e-07	944.374571478
DUF261	236	0	0.000350356935367	3.74124361931e-07	936.471855399
Mlp	233	0	0.000345922037451	3.74124361931e-07	924.61778128
Borrelia_orfD	218	0	0.000323747547871	3.74124361931e-07	865.347410685
Lipoprotein_6	210	0	0.000311921153428	3.74124361931e-07	833.736546368
DUF603	206	0	0.000306007956207	3.74124361931e-07	817.931114209
DUF1357	205	0	0.000304529656902	3.74124361931e-07	813.979756169
DUF276	198	0	0.000294181561764	3.74124361931e-07	786.320249892
TraA	397	1	0.000588363123528	7.48248723862e-07	786.320249892
RP-C_C	388	1	0.00057505842978	7.48248723862e-07	768.539138713
DUF685	193	0	0.000286790065237	3.74124361931e-07	766.563459693
TraW_N	192	0	0.000285311765932	3.74124361931e-07	762.612101654
DUF735	192	0	0.000285311765932	3.74124361931e-07	762.612101654
FinO_N	385	1	0.000570623531864	7.48248723862e-07	762.612101654
DUF693	191	0	0.000283833466627	3.74124361931e-07	758.660743614
DUF244	188	0	0.000279398568711	3.74124361931e-07	746.806669495
Rop	187	0	0.000277920269405	3.74124361931e-07	742.855311455
DUF777	186	0	0.0002764419701	3.74124361931e-07	738.903953416
DUF1473	185	0	0.000274963670795	3.74124361931e-07	734.952595376
DUF787	184	0	0.000273485371489	3.74124361931e-07	731.001237337
DUF1463	180	0	0.000267572174268	3.74124361931e-07	715.195805178
DUF792	179	0	0.000266093874962	3.74124361931e-07	711.244447138
DUF1322	178	0	0.000264615575657	3.74124361931e-07	707.293089099
DUF764	174	0	0.000258702378436	3.74124361931e-07	691.48765694
RepB-RCR_reg	509	2	0.000753932645727	1.12237308579e-06	671.730866742
IncFII_repA	826	4	0.00122255352552	1.87062180965e-06	653.554619759
DUF3890	158	0	0.00023504958955	3.74124361931e-07	628.265928305
