DUF1380	1167	0	0.00172665358865	3.74124361931e-07	4615.18619032
Borrelia_lipo_1	855	0	0.00126542420538	3.74124361931e-07	3382.36248195
Borrelia_orfA	827	0	0.00122403182483	3.74124361931e-07	3271.72445684
PsiB	694	0	0.00102741801722	3.74124361931e-07	2746.19383756
DUF226	676	0	0.00100080862972	3.74124361931e-07	2675.06939285
Plasmid_parti	665	0	0.000984547337361	3.74124361931e-07	2631.60445441
Lipoprotein_2	608	0	0.000900284276956	3.74124361931e-07	2406.37704615
DUF228	590	0	0.00087367488946	3.74124361931e-07	2335.25260144
TraQ	421	0	0.000623842306857	3.74124361931e-07	1667.47309274
TrbE	383	0	0.000567666933253	3.74124361931e-07	1517.32148723
KID	320	0	0.000474534077016	3.74124361931e-07	1268.38593073
DUF261	309	0	0.000458272784658	3.74124361931e-07	1224.92099229
Mlp	292	0	0.000433141696467	3.74124361931e-07	1157.74790562
Borrelia_orfD	288	0	0.000427228499245	3.74124361931e-07	1141.94247346
Lipoprotein_6	282	0	0.000418358703413	3.74124361931e-07	1118.23432522
DUF1357	263	0	0.000390271016612	3.74124361931e-07	1043.15852247
DUF276	260	0	0.000385836118696	3.74124361931e-07	1031.30444835
DUF603	260	0	0.000385836118696	3.74124361931e-07	1031.30444835
TraA	517	1	0.00076575904017	7.48248723862e-07	1023.40173227
DUF685	253	0	0.000375488023558	3.74124361931e-07	1003.64494207
FinO_N	503	1	0.000745062849895	7.48248723862e-07	995.742225994
PsiA	754	2	0.00111611597554	1.12237308579e-06	994.425106647
DUF735	247	0	0.000366618227726	3.74124361931e-07	979.936793835
DUF693	246	0	0.000365139928421	3.74124361931e-07	975.985435795
TraW_N	243	0	0.000360705030505	3.74124361931e-07	964.131361676
RP-C_C	483	1	0.000715496863788	7.48248723862e-07	956.228645597
DUF787	240	0	0.000356270132589	3.74124361931e-07	952.277287557
DUF1473	239	0	0.000354791833283	3.74124361931e-07	948.325929518
DUF777	237	0	0.000351835234673	3.74124361931e-07	940.423213438
DUF244	235	0	0.000348878636062	3.74124361931e-07	932.520497359
DUF1463	233	0	0.000345922037451	3.74124361931e-07	924.61778128
DUF792	232	0	0.000344443738146	3.74124361931e-07	920.66642324
DUF1322	232	0	0.000344443738146	3.74124361931e-07	920.66642324
DUF764	227	0	0.000337052241619	3.74124361931e-07	900.909633042
RepB-RCR_reg	677	2	0.00100228692903	1.12237308579e-06	893.006916962
IncFII_repA	1090	4	0.00161282454213	1.87062180965e-06	862.186324253
DUF3890	213	0	0.000316356051344	3.74124361931e-07	845.590620487
TraS	207	0	0.000307486255512	3.74124361931e-07	821.882472249
Holin_BlyA	206	0	0.000306007956207	3.74124361931e-07	817.931114209
DUF759	199	0	0.000295659861069	3.74124361931e-07	790.271607931
DUF1506	198	0	0.000294181561764	3.74124361931e-07	786.320249892
BLYB	198	0	0.000294181561764	3.74124361931e-07	786.320249892
Borrelia_lipo_2	196	0	0.000291224963153	3.74124361931e-07	778.417533812
TraP	376	1	0.000557318838116	7.48248723862e-07	744.830990475
Tra_M	508	2	0.000752454346422	1.12237308579e-06	670.413747395
TAL_effector	168	0	0.000249832582604	3.74124361931e-07	667.779508702
HTH_10	159	0	0.000236527888856	3.74124361931e-07	632.217286345
PilI	142	0	0.000211396800665	3.74124361931e-07	565.044199671
pXO2-11	134	0	0.000199570406222	3.74124361931e-07	533.433335354
Rop	259	1	0.00038435781939	7.48248723862e-07	513.676545155
ParB	517	3	0.00076575904017	1.49649744772e-06	511.700866136
BPTA	125	0	0.000186265712474	3.74124361931e-07	497.871112997
DUF2689	250	1	0.000371053125642	7.48248723862e-07	495.895433977
Erp_C	117	0	0.000174439318031	3.74124361931e-07	466.26024868
DUF5431	344	2	0.000510013260345	1.12237308579e-06	454.406174561
DUF643	110	0	0.000164091222894	3.74124361931e-07	438.600742402
Cdc6_C	107	0	0.000159656324977	3.74124361931e-07	426.746668283
TraH_2	105	0	0.000156699726367	3.74124361931e-07	418.843952204
Telomere_res	101	0	0.000150786529145	3.74124361931e-07	403.038520045
DUF1173	385	3	0.000570623531864	1.49649744772e-06	381.306050827
DUF5388	91	0	0.000136003536092	3.74124361931e-07	363.524939648
Chlam_vir	87	0	0.000130090338871	3.74124361931e-07	347.71950749
KORA	260	2	0.000385836118696	1.12237308579e-06	343.76814945
TraC	171	1	0.00025426748052	7.48248723862e-07	339.81679141
